incident_number,date_time_of_call,animal_type,animal_type_int,latitude,longitude
275091,2009-01-01T08:51:00Z,fox,5,51.39095371,-0.064166887
2075091,2009-01-04T10:07:00Z,dog,4,51.36894086,-0.161985191
2872091,2009-01-05T12:27:00Z,horse,6,51.60528344,-0.489683853
4011091,2009-01-07T06:29:00Z,dog,4,51.55722086,0.003880198
4211091,2009-01-07T11:55:00Z,dog,4,51.56106688,0.037433776
4715091,2009-01-07T21:24:00Z,dog,4,51.56331352,-0.047620955
5186091,2009-01-08T14:34:00Z,cat,2,51.4036626,0.111722339
5363091,2009-01-08T19:23:00Z,bird,1,51.47994253,-0.148525691
5682091,2009-01-09T11:01:00Z,dog,4,51.47209876,-0.093952949
5688091,2009-01-09T11:18:00Z,dog,4,51.55693599,0.161258357
5724091,2009-01-09T12:40:00Z,cat,2,51.45768783,-0.29580467
5770091,2009-01-09T13:43:00Z,cat,2,51.39205798,-0.062970325
5789091,2009-01-09T14:30:00Z,cat,2,51.45738228,-0.045120782
5797091,2009-01-09T14:39:00Z,dog,4,51.42143443,-0.117391508
6259091,2009-01-10T09:35:00Z,unknown - domestic animal or pet,7,51.49327092,-0.091384632
6270091,2009-01-10T10:09:00Z,dog,4,51.34167993,-0.11084037
6317091,2009-01-10T11:27:00Z,cat,2,51.49331609,-0.091397151
6355091,2009-01-10T12:32:00Z,dog,4,51.57668207,-0.340758362
6378091,2009-01-10T13:05:00Z,cat,2,51.52831647,0.119072708
6400091,2009-01-10T13:28:00Z,dog,4,51.58594049,-0.211240794
6530091,2009-01-10T16:38:00Z,cat,2,51.52659798,-0.009689766
6970091,2009-01-11T10:11:00Z,dog,4,51.50496632,-0.167814607
7051091,2009-01-11T12:32:00Z,bird,1,51.55893097,0.196208829
7720091,2009-01-12T16:39:00Z,dog,4,51.5332637,0.077790345
9252091,2009-01-15T12:38:00Z,bird,1,51.47426021,-0.133275614
10299091,2009-01-17T11:40:00Z,dog,4,51.47703452,-0.252645628
10470091,2009-01-17T18:08:00Z,dog,4,51.50581677,-0.366000236
10976091,2009-01-18T16:19:00Z,cat,2,51.60877075,0.23331817999999999
12451091,2009-01-21T10:33:00Z,fox,5,51.49139735,-0.121267747
12533091,2009-01-21T14:04:00Z,dog,4,51.43297839,-0.290379808
14652091,2009-01-25T10:26:00Z,cat,2,51.56654715,-0.12619315
14691091,2009-01-25T12:11:00Z,dog,4,51.48414487,-0.315155902
14784091,2009-01-25T15:27:00Z,unknown - domestic animal or pet,7,51.39205798,-0.062970325
14796091,2009-01-25T16:01:00Z,dog,4,51.36118516,-0.191210825
15664091,2009-01-27T10:49:00Z,Other,9,51.47623195,-0.021576172
15865091,2009-01-27T17:18:00Z,dog,4,51.44912339,0.060121979
16245091,2009-01-28T13:40:00Z,cat,2,51.56321059,0.013290743
17633091,2009-01-30T23:36:00Z,dog,4,51.48336535,0.182061343
17783091,2009-01-31T09:47:00Z,dog,4,51.58850236,-0.138917727
18386091,2009-02-01T09:30:00Z,fox,5,51.59770605,-0.257531516
20027091,2009-02-04T00:25:00Z,fox,5,51.49450385,-0.205949974
21166091,2009-02-06T09:08:00Z,dog,4,51.63874348,0.027660488
21319091,2009-02-06T14:42:00Z,cat,2,51.42248815,-0.083662056
21760091,2009-02-07T11:12:00Z,bird,1,51.51134253,-0.131356592
21807091,2009-02-07T12:43:00Z,Other,9,51.34119192,-0.319051309
22115091,2009-02-08T00:59:00Z,cat,2,51.54302515,-0.103421503
22276091,2009-02-08T12:08:00Z,dog,4,51.63284278,0.018351358
26040091,2009-02-14T11:38:00Z,dog,4,51.58554114,-0.134780349
26715091,2009-02-15T15:53:00Z,bird,1,51.50830086,-0.059254177
27109091,2009-02-16T11:13:00Z,bird,1,51.33781546,-0.115464278
27805091,2009-02-17T13:23:00Z,cat,2,51.48527845,0.17735639
27898091,2009-02-17T16:13:00Z,bird,1,51.48303265,-0.32477449
28382091,2009-02-18T13:22:00Z,bird,1,51.54957001,-0.256357552
30133091,2009-02-21T14:08:00Z,fox,5,51.50719166,-0.1136144
30194091,2009-02-21T16:12:00Z,cat,2,51.64662325,-0.199082475
30836091,2009-02-22T13:17:00Z,bird,1,51.40273602,-0.219693097
34598091,2009-03-01T08:31:00Z,dog,4,51.53927199,-0.155102008
35781091,2009-03-03T12:54:00Z,bird,1,51.51498237,0.009102484
36590091,2009-03-04T18:36:00Z,dog,4,51.43199153,-0.19047348
36729091,2009-03-04T23:35:00Z,dog,4,51.45843297,-0.002884196
37589091,2009-03-06T15:22:00Z,cat,2,51.53743364,0.043645966
37752091,2009-03-06T20:25:00Z,dog,4,51.49684467,-0.20084439
39040091,2009-03-08T23:54:00Z,cat,2,51.40562868,-0.056501617
39688091,2009-03-10T10:18:00Z,cat,2,51.60133166,0.043365143
40866091,2009-03-12T11:51:00Z,horse,6,51.55435513,0.182630569
40929091,2009-03-12T13:51:00Z,cat,2,51.60428185,0.097883827
42324091,2009-03-14T20:06:00Z,bird,1,51.45248937,-0.141230246
42388091,2009-03-14T21:29:00Z,Other,9,51.42268621,0.064096003
42805091,2009-03-15T15:55:00Z,bird,1,51.45643893,0.118404478
44593091,2009-03-18T11:46:00Z,Other,9,51.63730176,-0.014284793
45058091,2009-03-18T22:07:00Z,cat,2,51.43873711,-0.331805652
46168091,2009-03-20T16:36:00Z,cat,2,51.66858263,-0.083228566
46950091,2009-03-21T18:24:00Z,cat,2,51.47865805,-0.062904025
49666091,2009-03-25T19:53:00Z,dog,4,51.51675404,-0.034953717
49798091,2009-03-25T23:32:00Z,cat,2,51.54013744,-0.198646295
50224091,2009-03-26T19:39:00Z,dog,4,51.53694489,0.136186442
50969091,2009-03-28T03:28:00Z,dog,4,51.59007418,0.167161739
51218091,2009-03-28T16:00:00Z,bird,1,51.40946896,-0.301280159
51613091,2009-03-29T11:37:00Z,bird,1,51.52849185,-0.129111558
52735091,2009-03-31T07:40:00Z,cat,2,51.30842551,0.038190634
53242091,2009-03-31T21:00:00Z,cat,2,51.44617602,-0.299427934
53426091,2009-04-01T07:01:00Z,cat,2,51.44658399,-0.300276241
54193091,2009-04-02T11:59:00Z,dog,4,51.45673375,-0.268116991
54586091,2009-04-03T01:27:00Z,dog,4,51.41545484,-0.173149512
56140091,2009-04-05T11:35:00Z,cat,2,51.5405555,-0.194837117
57003091,2009-04-06T16:20:00Z,dog,4,51.42903652,-0.038116382
58297091,2009-04-08T14:31:00Z,cat,2,51.36339425,-0.094533415
60188091,2009-04-11T15:08:00Z,cat,2,51.36896711,-0.18676661
60935091,2009-04-12T22:40:00Z,dog,4,51.53631224,-0.420667426
63759091,2009-04-17T22:04:00Z,dog,4,51.58217448,0.174666936
65250091,2009-04-20T15:43:00Z,cat,2,51.51215481,0.038998078
66477091,2009-04-22T13:05:00Z,dog,4,51.57384876,-0.160860203
67891091,2009-04-24T14:47:00Z,cat,2,51.64107805,-0.047968305
68438091,2009-04-25T12:32:00Z,cat,2,51.55096175,-0.052202746
68463091,2009-04-25T13:25:00Z,cat,2,51.55096175,-0.052202746
69109091,2009-04-26T10:51:00Z,cat,2,51.50669755,-0.228411641
69718091,2009-04-26T23:00:00Z,cat,2,51.55552606,0.005176124
70888091,2009-04-29T02:27:00Z,cat,2,51.53507423,-0.03562075
70939091,2009-04-29T06:57:00Z,cat,2,51.52923128,0.105230888
71406091,2009-04-29T19:45:00Z,dog,4,51.49042384,-0.242957984
73167091,2009-05-02T13:52:00Z,fox,5,51.58762293,0.214149429
73338091,2009-05-02T18:12:00Z,dog,4,51.64105284,-0.033559972
74585091,2009-05-04T16:19:00Z,bird,1,51.53683414,-0.096512325
74705091,2009-05-04T19:27:00Z,bird,1,51.54377698,-0.047894229
75866091,2009-05-06T16:30:00Z,dog,4,51.55199456,0.227349917
76285091,2009-05-07T10:46:00Z,horse,6,51.60774677,-0.037455336
77153091,2009-05-08T20:14:00Z,deer,3,51.50851513,-0.456284776
77871091,2009-05-09T20:35:00Z,bird,1,51.46631319,-0.263406575
78277091,2009-05-10T11:30:00Z,bird,1,51.65216199,-0.080437331
78838091,2009-05-11T07:45:00Z,cat,2,51.5136333,-0.030649027
78887091,2009-05-11T09:57:00Z,dog,4,51.61228715,-0.225992137
79115091,2009-05-11T16:06:00Z,cat,2,51.58210313,-0.019404797
80571091,2009-05-13T16:36:00Z,Other,9,51.58258503,-0.198238142
81584091,2009-05-15T09:56:00Z,cat,2,51.5937312,-0.136350772
81770091,2009-05-15T16:50:00Z,cat,2,51.53540298,-0.034308843
82208091,2009-05-16T13:20:00Z,dog,4,51.5657882,-0.225450969
82239091,2009-05-16T14:28:00Z,dog,4,51.36117455,0.10659316
82314091,2009-05-16T17:09:00Z,dog,4,51.58579059,0.07065814
83903091,2009-05-19T10:38:00Z,bird,1,51.54733916,-0.483512375
83922091,2009-05-19T11:35:00Z,bird,1,51.66716695,-0.018026026
84125091,2009-05-19T17:46:00Z,cat,2,51.50472921,-0.315808596
84176091,2009-05-19T19:07:00Z,bird,1,51.48060266,-0.459676129
85961091,2009-05-22T16:24:00Z,bird,1,51.41005638,-0.308318681
86422091,2009-05-23T06:21:00Z,cat,2,51.45761208,0.12761399
87402091,2009-05-24T14:53:00Z,horse,6,51.60934349,-0.032923514
87493091,2009-05-24T16:46:00Z,dog,4,51.63532158,0.024805463
89957091,2009-05-28T11:11:00Z,horse,6,51.60830546,-0.033228363
93306091,2009-06-01T19:49:00Z,cat,2,51.66075919,-0.036437145
93409091,2009-06-01T21:43:00Z,cat,2,51.51224017,-0.054402715
93474091,2009-06-01T23:58:00Z,dog,4,51.44837222,0.090354776
93633091,2009-06-02T10:12:00Z,dog,4,51.55852818,-0.068182007
93755091,2009-06-02T13:28:00Z,cat,2,51.50464646,-0.315681966
93771091,2009-06-02T13:49:00Z,bird,1,51.47159661,-0.026672594
94505091,2009-06-03T11:03:00Z,cat,2,51.41508507,0.017201125
94847091,2009-06-03T21:28:00Z,dog,4,51.50174767,-0.461354654
96063091,2009-06-05T18:10:00Z,bird,1,51.41023391,-0.301942003
96083091,2009-06-05T18:37:00Z,bird,1,51.41023391,-0.301942003
96751091,2009-06-06T20:03:00Z,Other,9,51.369070550000004,-0.105173804
97816091,2009-06-08T14:25:00Z,bird,1,51.6522282,-0.080636921
100673091,2009-06-13T10:47:00Z,dog,4,51.44975962,-0.29540893
101787091,2009-06-14T21:32:00Z,cat,2,51.58053917,-0.022648253
102083091,2009-06-15T08:50:00Z,dog,4,51.5140784,-0.009601643
102278091,2009-06-15T15:13:00Z,horse,6,51.60112257,-0.020513151
103550091,2009-06-16T22:19:00Z,cat,2,51.5096471,-0.198884303
104744091,2009-06-18T20:52:00Z,bird,1,51.51728004,-0.355558207
104839091,2009-06-18T23:43:00Z,dog,4,51.45966936,-0.004197807
105152091,2009-06-19T15:26:00Z,bird,1,51.43443673,-0.099491724
105494091,2009-06-19T21:27:00Z,dog,4,51.45549166,0.009265702
105589091,2009-06-20T00:06:00Z,dog,4,51.60337209,-0.113905662
105902091,2009-06-20T12:13:00Z,cat,2,51.3780314,-0.02003555
106585091,2009-06-21T11:55:00Z,cat,2,51.41467829,-0.098858661
106628091,2009-06-21T13:36:00Z,cat,2,51.32564869,-0.101021031
106786091,2009-06-21T18:22:00Z,cat,2,51.62130078,-0.141389907
109011091,2009-06-24T18:29:00Z,dog,4,51.38527269,-0.115039284
109020091,2009-06-24T18:41:00Z,cat,2,51.42807985,-0.050845312
110478091,2009-06-25T19:32:00Z,cat,2,51.57677212,-0.082288888
110527091,2009-06-25T20:47:00Z,bird,1,51.48727187,0.126071312
110531091,2009-06-25T20:56:00Z,deer,3,51.51965437,-0.423016711
113037091,2009-06-28T01:18:00Z,bird,1,51.56028527,0.08042085
113265091,2009-06-28T13:01:00Z,dog,4,51.43578182,-0.351724788
113497091,2009-06-28T18:45:00Z,bird,1,51.41753138,-0.066049971
113582091,2009-06-28T20:23:00Z,bird,1,51.45573409,-0.145100062
113630091,2009-06-28T21:37:00Z,bird,1,51.50970059,-0.255387834
114153091,2009-06-29T16:31:00Z,dog,4,51.61926622,-0.259755242
115812091,2009-07-01T13:21:00Z,bird,1,51.38355185,-0.038710578
117355091,2009-07-03T06:20:00Z,cat,2,51.47749554,-0.073120332
117460091,2009-07-03T10:39:00Z,dog,4,51.48951951,-0.301230311
117790091,2009-07-03T18:04:00Z,Other,9,51.49420973,-0.26106487
118265091,2009-07-04T10:29:00Z,dog,4,51.42602232,-0.185947876
118289091,2009-07-04T11:15:00Z,dog,4,51.55282046,0.176166741
119220091,2009-07-05T11:50:00Z,deer,3,51.31705164,0.025671909
120163091,2009-07-06T16:17:00Z,cat,2,51.45338397,-0.431345303
121400091,2009-07-08T07:50:00Z,cat,2,51.43185854,-0.067229066
122010091,2009-07-09T06:42:00Z,dog,4,51.51727783,0.008972957
122114091,2009-07-09T11:10:00Z,cat,2,51.46752178,-0.100622633
122734091,2009-07-10T09:49:00Z,cat,2,51.5508257,-0.161860922
122755091,2009-07-10T10:23:00Z,bird,1,51.38160165,-0.101538053
123495091,2009-07-11T11:26:00Z,horse,6,51.48595225,-0.233825239
125073091,2009-07-13T22:33:00Z,dog,4,51.46945755,0.012413146
128281091,2009-07-18T21:33:00Z,dog,4,51.47856524,-0.187580134
129393091,2009-07-20T16:12:00Z,cat,2,51.49987445,-0.30714137
129850091,2009-07-21T08:57:00Z,fox,5,51.42920122,-0.164271938
130051091,2009-07-21T15:47:00Z,cat,2,51.52703135,-0.093144201
131792091,2009-07-24T11:42:00Z,cat,2,51.50587829,-0.096333455
132530091,2009-07-25T11:36:00Z,Other,9,51.61932444,-0.258221717
132594091,2009-07-25T13:38:00Z,bird,1,51.45792538,-0.142074729
132939091,2009-07-25T22:09:00Z,cat,2,51.57726886,0.124783183
133347091,2009-07-26T16:03:00Z,dog,4,51.46644439,-0.188823202
136236091,2009-07-31T14:22:00Z,bird,1,51.54667291,-0.116048453
137525091,2009-08-02T11:38:00Z,horse,6,51.6127218,-0.04080847
137549091,2009-08-02T12:55:00Z,fox,5,51.40680309,-0.16275333
141954091,2009-08-08T23:47:00Z,dog,4,51.46784649,0.111676447
142845091,2009-08-10T11:18:00Z,bird,1,51.37352584,-0.105966985
143598091,2009-08-11T15:27:00Z,cat,2,51.41554799,-0.183773793
144140091,2009-08-12T11:47:00Z,Other,9,51.48593874,-0.406161445
144791091,2009-08-13T12:05:00Z,horse,6,51.58709199,-0.053156734
146886091,2009-08-16T15:52:00Z,dog,4,51.48484688,-0.03384924
147019091,2009-08-16T18:56:00Z,bird,1,51.51051119,-0.148684313
147111091,2009-08-16T21:00:00Z,Other,9,51.51107703,-0.148070488
148936091,2009-08-19T15:57:00Z,dog,4,51.58315455,-0.137952552
149261091,2009-08-19T22:58:00Z,bird,1,51.48412358,-0.303072753
149275091,2009-08-19T23:12:00Z,cat,2,51.58267167,0.132829952
151097091,2009-08-22T16:26:00Z,deer,3,51.61616261,-0.125335542
151098091,2009-08-22T16:26:00Z,dog,4,51.52881952,-0.207700271
151862091,2009-08-23T18:08:00Z,dog,4,51.46262703,0.129272714
151966091,2009-08-23T20:39:00Z,cat,2,51.319984,-0.093332773
151984091,2009-08-23T20:55:00Z,horse,6,51.49491581,0.121600833
153215091,2009-08-25T13:54:00Z,cat,2,51.43972422,-0.05129941
153698091,2009-08-26T01:55:00Z,deer,3,51.6710814,-0.047141127
155475091,2009-08-28T18:21:00Z,dog,4,51.53467762,-0.057713672
157140091,2009-08-31T03:55:00Z,dog,4,51.43482548,-0.422053816
157949091,2009-09-01T10:28:00Z,cat,2,51.54101257,0.127118175
158794091,2009-09-02T10:57:00Z,horse,6,51.47691035,0.199754957
158888091,2009-09-02T13:49:00Z,bird,1,51.4749784,-0.041171635
159023091,2009-09-02T18:15:00Z,horse,6,51.60616354,0.139144946
159599091,2009-09-03T18:05:00Z,cat,2,51.54177145,-0.207868936
159971091,2009-09-04T09:59:00Z,bird,1,51.39802007,-0.247477991
161542091,2009-09-06T13:20:00Z,cat,2,51.56818687,0.076019598
163350091,2009-09-08T22:08:00Z,unknown - domestic animal or pet,7,51.51600046,0.04538193
163980091,2009-09-09T22:08:00Z,cat,2,51.56912796,-0.359272599
166508091,2009-09-13T11:28:00Z,cat,2,51.49538217,-0.26737346
166566091,2009-09-13T13:14:00Z,horse,6,51.64182959,-0.02894472
167858091,2009-09-15T10:25:00Z,deer,3,51.61737705,-0.230185062
169159091,2009-09-17T10:16:00Z,cat,2,51.60935593,-0.183111199
169251091,2009-09-17T13:59:00Z,cat,2,51.42135336,-0.379743633
170011091,2009-09-18T16:57:00Z,Other,9,51.424732,0.135118979
171757091,2009-09-21T01:13:00Z,dog,4,51.55645343,-0.260883603
173090091,2009-09-23T07:03:00Z,fox,5,51.37627566,-0.240879147
173361091,2009-09-23T16:40:00Z,bird,1,51.46077335,-0.3397544
175126091,2009-09-26T11:15:00Z,cat,2,51.50115276,-0.30101377
175315091,2009-09-26T16:03:00Z,fox,5,51.50196852,-0.098124655
176658091,2009-09-28T12:08:00Z,cat,2,51.58011108,-0.257136481
180427091,2009-10-03T22:34:00Z,horse,6,51.46131801,-0.436932413
180981091,2009-10-04T18:55:00Z,horse,6,51.49615568,-0.446445506
181318091,2009-10-05T09:58:00Z,unknown - wild animal,8,51.67012104,-0.067906257
181457091,2009-10-05T14:26:00Z,horse,6,51.48800492,-0.476999219
181559091,2009-10-05T17:49:00Z,deer,3,51.61156883,0.239392339
183265091,2009-10-08T12:50:00Z,dog,4,51.54863095,-0.043445945
185339091,2009-10-11T16:36:00Z,cat,2,51.49185093,-0.198318469
185873091,2009-10-12T15:24:00Z,cat,2,51.42613117,0.049190501
186283091,2009-10-13T07:42:00Z,dog,4,51.57476446,-0.424096794
186316091,2009-10-13T09:41:00Z,dog,4,51.54996072,-0.202383282
189058091,2009-10-17T13:30:00Z,cat,2,51.45372216,0.163748267
189627091,2009-10-18T00:38:00Z,dog,4,51.44721988,-0.423641504
191318091,2009-10-20T14:39:00Z,horse,6,51.48888573,-0.479044044
192366091,2009-10-22T12:14:00Z,cat,2,51.53942802,-0.080772022
192841091,2009-10-23T07:27:00Z,cat,2,51.54369413,0.011333185
192957091,2009-10-23T12:39:00Z,dog,4,51.3860923,-0.208596798
194175091,2009-10-25T09:35:00Z,cat,2,51.57792269,-0.129016105
195730091,2009-10-27T16:29:00Z,cat,2,51.42889646,-0.32151899
196332091,2009-10-28T14:36:00Z,dog,4,51.59714399,0.200433719
197054091,2009-10-29T17:10:00Z,cat,2,51.49815774,-0.078948355
198919091,2009-11-01T13:08:00Z,cat,2,51.55739613,-0.084127508
203387091,2009-11-08T15:25:00Z,cat,2,51.48456449,-0.174321982
205487091,2009-11-12T10:56:00Z,unknown - wild animal,8,51.63120031,-0.066744016
206274091,2009-11-13T19:03:00Z,cat,2,51.57394284,0.146968736
206288091,2009-11-13T19:31:00Z,cat,2,51.6217437,-0.177083554
206935091,2009-11-14T16:00:00Z,deer,3,51.34293642,-0.046548067
208537091,2009-11-17T12:07:00Z,dog,4,51.36371683,0.114725626
208605091,2009-11-17T14:38:00Z,bird,1,51.40995241,-0.301132808
208663091,2009-11-17T16:16:00Z,horse,6,51.55118871,-0.447845025
209647091,2009-11-19T13:33:00Z,cat,2,51.53590173,0.082178672
211435091,2009-11-22T16:55:00Z,dog,4,51.47239588,-0.252750773
211780091,2009-11-23T10:03:00Z,bird,1,51.58129928,-0.027205447
212340091,2009-11-24T14:21:00Z,dog,4,51.52844528,-0.198531394
212840091,2009-11-25T12:57:00Z,bird,1,51.41052532,-0.300953375
214680091,2009-11-28T13:52:00Z,cat,2,51.54346467,-0.134756324
217837091,2009-12-03T19:48:00Z,dog,4,51.50601577,0.12442243
219840091,2009-12-07T15:12:00Z,bird,1,51.4103184,-0.300946673
220308091,2009-12-08T12:49:00Z,dog,4,51.53067436,-0.416018295
223140091,2009-12-13T12:51:00Z,cat,2,51.44053809,-0.215935787
224109091,2009-12-15T08:41:00Z,horse,6,51.48291011,0.086533228
224156091,2009-12-15T10:49:00Z,unknown - domestic animal or pet,7,51.4522418,-0.014827122
225454091,2009-12-17T12:56:00Z,dog,4,51.48764279,-0.038626364
225555091,2009-12-17T16:22:00Z,dog,4,51.61021754,0.01415559
226460091,2009-12-19T00:09:00Z,fox,5,51.4640154,0.116668056
226648091,2009-12-19T09:36:00Z,dog,4,51.67026053,-0.067640008
227400091,2009-12-20T13:50:00Z,bird,1,51.60826279,-0.284423844
227975091,2009-12-21T13:03:00Z,dog,4,51.66993903,-0.068868485
228746091,2009-12-22T15:05:00Z,dog,4,51.47828145,-0.363398753
229229091,2009-12-23T12:00:00Z,bird,1,51.40993506,-0.301176591
229900091,2009-12-24T15:02:00Z,dog,4,51.65133022,-0.086775248
230352091,2009-12-25T11:28:00Z,dog,4,51.4543355,0.12183349
230891091,2009-12-26T12:38:00Z,cat,2,51.5224646,-0.206710241
1409101,2010-01-03T15:01:00Z,cat,2,51.5270933,0.100086349
1886101,2010-01-04T12:02:00Z,horse,6,51.50014323,0.120460558
3215101,2010-01-06T10:09:00Z,dog,4,51.42041796,-0.28620326
3223101,2010-01-06T10:22:00Z,dog,4,51.54062387,0.109304088
3814101,2010-01-07T10:21:00Z,dog,4,51.4804116,-0.164636837
3975101,2010-01-07T15:04:00Z,cat,2,51.40794635,-0.283808522
4416101,2010-01-08T09:35:00Z,dog,4,51.5613255,0.208053787
4496101,2010-01-08T12:57:00Z,dog,4,51.4348816,-0.149196207
5250101,2010-01-09T16:20:00Z,cat,2,51.48785766,0.092002502
5871101,2010-01-10T15:45:00Z,dog,4,51.67023191,-0.067539992
6277101,2010-01-11T09:24:00Z,dog,4,51.60725082,0.016724981
6311101,2010-01-11T10:34:00Z,dog,4,51.43650188,-0.256091194
6323101,2010-01-11T11:12:00Z,dog,4,51.47996511,-0.239341861
6350101,2010-01-11T12:22:00Z,dog,4,51.66993903,-0.068868485
6386101,2010-01-11T13:17:00Z,dog,4,51.43474229,-0.156338076
6453101,2010-01-11T15:18:00Z,dog,4,51.4804116,-0.164636837
6543101,2010-01-11T18:14:00Z,cat,2,51.54015031,0.011897974
6547101,2010-01-11T18:18:00Z,dog,4,51.60737457,0.009509364
6548101,2010-01-11T18:19:00Z,Other,9,51.54766527,-0.095656309
6881101,2010-01-12T09:27:00Z,dog,4,51.58668065,0.191064525
6909101,2010-01-12T10:44:00Z,dog,4,51.61199159,0.235614326
7223101,2010-01-12T21:25:00Z,dog,4,51.56803113,-0.057159313
7565101,2010-01-13T14:49:00Z,dog,4,51.55858918,-0.135248222
7644101,2010-01-13T17:10:00Z,bird,1,51.40829864,-0.307405787
7933101,2010-01-14T08:47:00Z,dog,4,51.55926654,-0.453499072
8079101,2010-01-14T14:16:00Z,dog,4,51.43657116,-0.349667735
8478101,2010-01-15T10:12:00Z,fox,5,51.46383175,-0.108780336
9188101,2010-01-16T16:42:00Z,bird,1,51.38814595,-0.064587215
9596101,2010-01-17T11:26:00Z,bird,1,51.56008569,0.076458672
10239101,2010-01-18T14:41:00Z,dog,4,51.56914065,-0.392012833
10941101,2010-01-19T18:56:00Z,cat,2,51.45738003,-0.068843058
11924101,2010-01-21T17:57:00Z,dog,4,51.63650779,-0.011472553
11975101,2010-01-21T19:28:00Z,cat,2,51.56344668,-0.07361513
14274101,2010-01-26T10:01:00Z,horse,6,51.64122266,-0.030821026
14471101,2010-01-26T16:29:00Z,cat,2,51.46752692,-0.250071538
14918101,2010-01-27T13:13:00Z,cat,2,51.58215308,-0.198803721
15786101,2010-01-29T08:30:00Z,dog,4,51.42826175,-0.095806331
15868101,2010-01-29T11:44:00Z,cat,2,51.5916529,-0.153355886
15908101,2010-01-29T13:20:00Z,cat,2,51.5696525,0.233724821
16354101,2010-01-30T09:26:00Z,deer,3,51.34293642,-0.046548067
17049101,2010-01-31T11:48:00Z,dog,4,51.58040012,0.00829114
17119101,2010-01-31T13:45:00Z,bird,1,51.43474229,-0.156338076
17235101,2010-01-31T18:12:00Z,dog,4,51.43293843,-0.143462422
17566101,2010-02-01T11:49:00Z,fox,5,51.48383595,-0.171427281
19547101,2010-02-05T13:01:00Z,cat,2,51.58513469,-0.19562558
20305101,2010-02-06T16:12:00Z,dog,4,51.42436661,-0.070450735
22085101,2010-02-10T13:13:00Z,cat,2,51.48214717,-0.035348086
22442101,2010-02-11T05:20:00Z,deer,3,51.60782516,0.233387301
22493101,2010-02-11T08:44:00Z,bird,1,51.5960973,-0.109442285
23276101,2010-02-12T19:33:00Z,cat,2,51.48576026,-0.141102776
25056101,2010-02-16T10:44:00Z,cat,2,51.44519347,-0.070954563
25863101,2010-02-17T20:32:00Z,dog,4,51.52850593,-0.064608431
26068101,2010-02-18T06:20:00Z,horse,6,51.3549067,-0.32165141
26735101,2010-02-19T12:53:00Z,cat,2,51.53984825,-0.076240615
29201101,2010-02-24T09:37:00Z,fox,5,51.54234371,0.095134895
30868101,2010-02-27T14:01:00Z,cat,2,51.45355845,-0.20936883
31007101,2010-02-27T18:48:00Z,Other,9,51.44115187,-0.105443615
31381101,2010-02-28T11:58:00Z,bird,1,51.40965009,-0.211343201
33402101,2010-03-04T10:07:00Z,unknown - domestic animal or pet,7,51.55109705,-0.30350882
24109,2010-03-06T14:58:00Z,unknown - domestic animal or pet,7,51.38212795,-0.228209764
34886101,2010-03-06T20:51:00Z,dog,4,51.47246097,-0.184783626
35862101,2010-03-08T14:56:00Z,dog,4,51.54297024,-0.178848953
36306101,2010-03-09T13:10:00Z,cat,2,51.42878609,0.125324192
36783101,2010-03-10T10:42:00Z,cat,2,51.45320784,-0.116387167
37310101,2010-03-11T08:58:00Z,cat,2,51.52251898,0.112431931
37604101,2010-03-11T19:27:00Z,cat,2,51.52251051,0.112402708
37935101,2010-03-12T12:40:00Z,bird,1,51.43161422,-0.102342257
37981101,2010-03-12T14:46:00Z,cat,2,51.36239515,-0.103897722
38567101,2010-03-13T16:42:00Z,cat,2,51.59289414,-0.143112801
39548101,2010-03-15T11:42:00Z,cat,2,51.45378133,-0.010154398
39769101,2010-03-15T18:09:00Z,dog,4,51.55222997,-0.395595185
40823101,2010-03-17T13:39:00Z,bird,1,51.51446281,-0.131344143
41403101,2010-03-18T12:52:00Z,dog,4,51.54176374,-0.460726184
41562101,2010-03-18T17:59:00Z,cat,2,51.55250074,-0.379315035
44602101,2010-03-24T12:44:00Z,bird,1,51.6357698,0.004434796
45245101,2010-03-25T17:26:00Z,dog,4,51.41658939,-0.169206783
48658101,2010-04-01T14:24:00Z,Other,9,51.52404411,0.058514732
49059101,2010-04-02T11:12:00Z,cat,2,51.47050526,-0.185667529
49100101,2010-04-02T12:56:00Z,unknown - domestic animal or pet,7,51.46264485,0.083232931
49164101,2010-04-02T15:04:00Z,cat,2,51.36386631,-0.148670825
49244101,2010-04-02T18:13:00Z,cat,2,51.36349738,-0.148656972
50581101,2010-04-05T15:18:00Z,dog,4,51.45070742,-0.321207963
50676101,2010-04-05T18:54:00Z,cat,2,51.60322764,-0.267905616
50742101,2010-04-05T20:14:00Z,cat,2,51.52734872,-0.118922573
52086101,2010-04-08T11:26:00Z,bird,1,51.47011332,-0.046563615
52296101,2010-04-08T18:33:00Z,cat,2,51.55136098,-0.052416501
52614101,2010-04-09T08:42:00Z,horse,6,51.61948023,0.225827382
52726101,2010-04-09T13:30:00Z,deer,3,51.60654314,0.242611004
53037101,2010-04-09T20:34:00Z,cat,2,51.52774289,-0.056538408
54290101,2010-04-11T18:44:00Z,cat,2,51.5154705,-0.02920048
54953101,2010-04-12T19:55:00Z,bird,1,51.50733349,-0.12639059
55016101,2010-04-12T21:02:00Z,dog,4,51.50260419,-0.106844419
56454101,2010-04-15T13:05:00Z,bird,1,51.36273253,-0.15204916
