incident_number,date_time_of_call,animal_type,animal_type_int,latitude,longitude
157873111,2011-09-28T15:14:00Z,Other,9,51.52523885,-0.422376831
158705111,2011-09-29T21:41:00Z,cat,2,51.52022505,-0.067957984
159671111,2011-10-01T11:09:00Z,cat,2,51.60578568,-0.130990772
159970111,2011-10-01T18:36:00Z,cat,2,51.52721775,0.066745717
160437111,2011-10-02T10:45:00Z,dog,4,51.3478044,-0.138978905
160557111,2011-10-02T14:34:00Z,dog,4,51.40508867,-0.083196278
160797111,2011-10-02T20:00:00Z,cat,2,51.52818383,-0.11940715
161690111,2011-10-04T00:08:00Z,cat,2,51.56950573,-0.079520845
162371111,2011-10-05T06:37:00Z,fox,5,51.56260061,-0.062656792
163506111,2011-10-07T07:25:00Z,Other,9,51.57721342,0.099883968
164133111,2011-10-08T09:36:00Z,horse,6,51.3549067,-0.32165141
165312111,2011-10-10T09:22:00Z,horse,6,51.60158145,0.001730321
166070111,2011-10-11T16:06:00Z,cat,2,51.55168209,-0.136901078
166170111,2011-10-11T18:56:00Z,cat,2,51.55387274,-0.122573983
167033111,2011-10-13T12:24:00Z,cat,2,51.52201688,-0.32931127
167915111,2011-10-14T19:52:00Z,cat,2,51.44125062,-0.134578076
168388111,2011-10-15T14:48:00Z,bird,1,51.52710928,-0.278466052
168552111,2011-10-15T19:29:00Z,dog,4,51.53384858,0.099993441
170618111,2011-10-19T14:12:00Z,bird,1,51.54397539,-0.305403341
171429111,2011-10-20T21:15:00Z,cat,2,51.48385255,-0.069784557
171719111,2011-10-21T14:05:00Z,cat,2,51.54606196,-0.13013578
171759111,2011-10-21T15:42:00Z,bird,1,51.54455734,-0.297146894
172157111,2011-10-22T10:57:00Z,cat,2,51.56801332,-0.288738891
172300111,2011-10-22T15:21:00Z,cat,2,51.54535234,-0.039894308
172822111,2011-10-23T14:22:00Z,bird,1,51.4543355,0.12183349
172960111,2011-10-23T18:39:00Z,cat,2,51.41228933,0.075361791
173472111,2011-10-24T17:56:00Z,dog,4,51.39453656,-0.027733103
174017111,2011-10-25T17:42:00Z,dog,4,51.36568367,-0.075058645
174036111,2011-10-25T18:29:00Z,cat,2,51.60393915,-0.156381079
178853111,2011-11-03T08:27:00Z,cat,2,51.53982041,-0.491087746
179019111,2011-11-03T16:11:00Z,dog,4,51.57593971,0.25810753
180002111,2011-11-05T11:50:00Z,dog,4,51.63867829,-0.266873647
180176111,2011-11-05T17:18:00Z,bird,1,51.56815993,0.094228811
182955111,2011-11-10T06:36:00Z,dog,4,51.36855152,-0.11145912
182959111,2011-11-10T06:46:00Z,horse,6,51.38326328,-0.157215018
183038111,2011-11-10T10:27:00Z,dog,4,51.42203656,-0.210399303
183663111,2011-11-11T15:30:00Z,bird,1,51.53177802,-0.394021716
183746111,2011-11-11T18:31:00Z,bird,1,51.49259938,-0.041942931
184047111,2011-11-12T10:00:00Z,cat,2,51.53452051,0.151732675
185029111,2011-11-14T10:38:00Z,unknown - domestic animal or pet,7,51.5545394,-0.058079912
185415111,2011-11-15T07:40:00Z,bird,1,51.5863823,0.079404148
186435111,2011-11-17T12:25:00Z,horse,6,51.45188323,0.066305761
186863111,2011-11-18T09:21:00Z,cat,2,51.36104113,0.069684907
187153111,2011-11-18T18:46:00Z,bird,1,51.60787139,0.033404634
187819111,2011-11-19T22:14:00Z,dog,4,51.51163891,-0.097764989
188858111,2011-11-22T03:30:00Z,horse,6,51.38425147,-0.158296285
189442111,2011-11-23T11:39:00Z,dog,4,51.48412507,-0.282779136
189460111,2011-11-23T12:24:00Z,dog,4,51.53171641,0.066617792
189831111,2011-11-24T08:55:00Z,cat,2,51.66102436,-0.0517955
189949111,2011-11-24T14:36:00Z,bird,1,51.41104008,-0.301725172
190170111,2011-11-24T22:19:00Z,deer,3,51.60889849,0.227547407
190269111,2011-11-25T07:07:00Z,cat,2,51.66224146,-0.039033582
191969111,2011-11-28T08:49:00Z,horse,6,51.57276421,0.241266584
192368111,2011-11-29T00:46:00Z,cat,2,51.58738112,-0.117671242
192560111,2011-11-29T13:10:00Z,bird,1,51.54258617,-0.151982666
192615111,2011-11-29T15:11:00Z,cat,2,51.43884274,-0.417886764
194264111,2011-12-03T02:20:00Z,cat,2,51.41801435,-0.024910616
194387111,2011-12-03T10:57:00Z,dog,4,51.57131936,-0.167600351
194986111,2011-12-04T12:39:00Z,horse,6,51.66023599,-0.051973898
195000111,2011-12-04T13:06:00Z,cat,2,51.62649127,-0.013658806
195063111,2011-12-04T15:29:00Z,cat,2,51.51664198,-0.247483497
196068111,2011-12-06T17:22:00Z,bird,1,51.52097699,-0.160007659
196485111,2011-12-07T13:01:00Z,horse,6,51.33918096,-0.15611196
197524111,2011-12-09T10:53:00Z,bird,1,51.49377917,-0.039356834
201204111,2011-12-16T12:45:00Z,cat,2,51.53046193,-0.219890643
201866111,2011-12-17T14:19:00Z,bird,1,51.47450072,-0.32806767
201961111,2011-12-17T17:36:00Z,cat,2,51.51199095,-0.054557461
202839111,2011-12-19T09:49:00Z,cat,2,51.45047038,-0.118399603
202958111,2011-12-19T13:47:00Z,dog,4,51.58840393,-0.174448693
203380111,2011-12-20T10:17:00Z,cat,2,51.45047038,-0.118399603
203386111,2011-12-20T10:30:00Z,cat,2,51.47640255,-0.031706903
204381111,2011-12-22T11:47:00Z,bird,1,51.47270806,-0.00361435
204851111,2011-12-23T10:21:00Z,bird,1,51.51090094,-0.091641986
206172111,2011-12-26T12:50:00Z,cat,2,51.64130135,-0.077283265
206637111,2011-12-27T13:12:00Z,cat,2,51.57629131,-0.26152585
207037111,2011-12-28T11:52:00Z,horse,6,51.38513632,0.131651702
207430111,2011-12-29T10:16:00Z,cat,2,51.5825158,-0.031642043
208046111,2011-12-30T16:54:00Z,deer,3,51.60680725,0.202099996
310121,2012-01-01T13:39:00Z,cat,2,51.59180798,0.013211406
654121,2012-01-02T09:26:00Z,cat,2,51.55105761,-0.152576839
1433121,2012-01-03T20:13:00Z,cat,2,51.51887743,-0.016844426
1765121,2012-01-04T15:30:00Z,dog,4,51.47817917,0.179494985
2149121,2012-01-05T13:11:00Z,dog,4,51.37535346,-0.285443139
2658121,2012-01-06T13:25:00Z,cat,2,51.61708887,-0.085805107
3374121,2012-01-07T22:52:00Z,dog,4,51.48069102,-0.282245578
3513121,2012-01-08T09:58:00Z,cat,2,51.42448515,-0.020934939
3880121,2012-01-09T01:05:00Z,dog,4,51.51565343,-0.464388078
48122,2012-01-12T12:57:00Z,horse,6,51.38412629,-0.157769571
88122,2012-01-12T14:40:00Z,cat,2,51.53392141,-0.292958997
135122,2012-01-12T16:36:00Z,Other,9,51.47639759,-0.022332238
1454122,2012-01-15T12:05:00Z,bird,1,51.59452706,-0.108540124
2327122,2012-01-17T00:42:00Z,fox,5,51.59777019,-0.201549635
2677122,2012-01-17T15:45:00Z,bird,1,51.63327694,-0.106407658
6451121,2012-01-20T18:33:00Z,horse,6,51.42869842,0.139533387
7422121,2012-01-22T17:12:00Z,cat,2,51.53661857,-0.221452742
7999121,2012-01-23T23:04:00Z,cat,2,51.51576464,-0.061963546
8336121,2012-01-24T16:52:00Z,cat,2,51.58860371,-0.004498563
10711121,2012-01-29T09:48:00Z,bird,1,51.49762141,-0.212238703
10839121,2012-01-29T15:09:00Z,bird,1,51.41108523,-0.301737877
11585121,2012-01-30T23:42:00Z,fox,5,51.55373371,-0.212721536
11872121,2012-01-31T11:41:00Z,cat,2,51.52183943,0.013036929
12541121,2012-02-01T16:06:00Z,cat,2,51.60421424,-0.070057111
13055121,2012-02-02T11:29:00Z,cat,2,51.44877243,-0.226408784
14627121,2012-02-04T17:51:00Z,bird,1,51.49545618,-0.03961618
14911121,2012-02-05T02:14:00Z,dog,4,51.41811004,0.070145956
15154121,2012-02-05T13:21:00Z,dog,4,51.45695349,0.125251397
15166121,2012-02-05T13:46:00Z,dog,4,51.54768113,-0.344539258
15358121,2012-02-05T19:28:00Z,cat,2,51.46197331,-0.134222926
16209121,2012-02-07T14:44:00Z,dog,4,51.43013547,-0.149330437
17531121,2012-02-10T10:32:00Z,dog,4,51.56530819,0.036584474
18054121,2012-02-11T10:50:00Z,cat,2,51.645151,-0.038773882
18130121,2012-02-11T12:49:00Z,dog,4,51.44363131,-0.372897318
18181121,2012-02-11T13:38:00Z,dog,4,51.45559055,0.025996182
18186121,2012-02-11T13:44:00Z,dog,4,51.55224631,-0.194864627
18213121,2012-02-11T14:18:00Z,dog,4,51.4796965,-0.151171155
20018121,2012-02-14T07:59:00Z,horse,6,51.59118514,0.242504548
20131121,2012-02-14T14:06:00Z,dog,4,51.63446819,0.018481342
20209121,2012-02-14T16:50:00Z,horse,6,51.47808986,0.198241941
22577121,2012-02-19T11:23:00Z,cat,2,51.57856275,0.129808614
23211121,2012-02-20T15:35:00Z,cat,2,51.37249116,-0.151570068
23525121,2012-02-21T09:46:00Z,horse,6,51.61948023,0.225827382
25181121,2012-02-24T10:36:00Z,horse,6,51.42847648,0.07078766
25206121,2012-02-24T11:53:00Z,bird,1,51.54289487,-0.147037979
28436121,2012-03-01T13:10:00Z,cat,2,51.34635049,-0.132374858
28448121,2012-03-01T13:29:00Z,bird,1,51.49765729,-0.222884228
28988121,2012-03-02T14:25:00Z,cat,2,51.46881071,-0.223602068
29146121,2012-03-02T19:38:00Z,bird,1,51.50547766,-0.15054557
29909121,2012-03-04T10:35:00Z,bird,1,51.51220918,-0.33712111
32316121,2012-03-09T16:37:00Z,cat,2,51.45889405,-0.201329153
33936121,2012-03-12T14:22:00Z,deer,3,51.55833114,-0.419760122
34931121,2012-03-14T11:54:00Z,cat,2,51.57607574,-0.008106373
35391121,2012-03-15T07:48:00Z,deer,3,51.6119609,0.230138519
35453121,2012-03-15T10:32:00Z,cat,2,51.51180412,-0.196464488
35473121,2012-03-15T11:10:00Z,cat,2,51.57489391,-0.11955788
36004121,2012-03-16T12:05:00Z,bird,1,51.51997999,-0.48313884
36042121,2012-03-16T14:16:00Z,cat,2,51.53627805,-0.081712082
36628121,2012-03-17T17:58:00Z,dog,4,51.53747604,-0.385284846
36979121,2012-03-18T10:49:00Z,cat,2,51.5540537,-0.287271981
36995121,2012-03-18T11:39:00Z,horse,6,51.38830928,-0.039269103
38006121,2012-03-20T11:17:00Z,Other,9,51.57197936,-0.079560997
38312121,2012-03-20T22:07:00Z,cat,2,51.62748792,-0.068476945
38636121,2012-03-21T14:26:00Z,dog,4,51.46741841,0.079274952
40271121,2012-03-24T13:46:00Z,unknown - domestic animal or pet,7,51.61515031,-0.031170109
40488121,2012-03-24T21:08:00Z,cat,2,51.5695891,-0.025489691
41492121,2012-03-26T20:22:00Z,bird,1,51.60785813,0.008577519
41860121,2012-03-27T13:21:00Z,cat,2,51.57024673,-0.361468932
42096121,2012-03-27T19:48:00Z,dog,4,51.46925578,-0.322240867
43747121,2012-03-30T10:10:00Z,bird,1,51.50410562,-0.125860229
44012121,2012-03-30T18:39:00Z,dog,4,51.63253957,-0.075458048
44345121,2012-03-31T11:22:00Z,deer,3,51.33703541,-0.052929189
46231121,2012-04-03T14:00:00Z,bird,1,51.52635748,-0.066833253
46668121,2012-04-04T09:51:00Z,bird,1,51.34246079,-0.089126623
48014121,2012-04-06T17:05:00Z,cat,2,51.39498215,-0.306919076
48139121,2012-04-06T20:19:00Z,bird,1,51.59713921,-0.207913015
48395121,2012-04-07T09:03:00Z,cat,2,51.60510968,0.222004183
48948121,2012-04-08T14:11:00Z,bird,1,51.60951625,0.039154238
48990121,2012-04-08T15:55:00Z,bird,1,51.54823016,-0.070824604
49084121,2012-04-08T18:52:00Z,bird,1,51.48736527,-0.332220888
50808121,2012-04-12T14:29:00Z,bird,1,51.52612043,-0.047107022
50809121,2012-04-12T14:33:00Z,bird,1,51.49653834,0.123376326
50867121,2012-04-12T16:33:00Z,dog,4,51.45120893,-0.296751036
50982121,2012-04-12T19:38:00Z,cat,2,51.37688012,-0.301968066
51412121,2012-04-13T20:21:00Z,cat,2,51.54910234,-0.061008473
51715121,2012-04-14T13:17:00Z,fox,5,51.56584909,0.160223418
52160121,2012-04-15T09:16:00Z,cat,2,51.57934419,0.066496909
52423121,2012-04-15T18:49:00Z,cat,2,51.56379155,-0.350649328
52782121,2012-04-16T12:23:00Z,cat,2,51.35455509,-0.191055453
53006121,2012-04-16T19:10:00Z,dog,4,51.41964485,-0.177728831
53077121,2012-04-16T20:46:00Z,cat,2,51.47810592,-0.013271984
53299121,2012-04-17T10:56:00Z,dog,4,51.47536266,-0.003714395
55173121,2012-04-21T16:41:00Z,cat,2,51.53457121,-0.249159283
55467121,2012-04-22T10:23:00Z,fox,5,51.58162944,-0.385986056
55924121,2012-04-23T12:10:00Z,bird,1,51.44949833,-0.329729315
57403121,2012-04-26T11:07:00Z,cat,2,51.5800537,-0.124497644
57478121,2012-04-26T14:45:00Z,dog,4,51.52161006,-0.226809188
57871121,2012-04-27T11:37:00Z,horse,6,51.50477667,0.181183537
59007121,2012-04-29T12:35:00Z,cat,2,51.42901166,0.111351514
59442121,2012-04-30T09:45:00Z,Other,9,51.57906201,0.284965091
59539121,2012-04-30T13:47:00Z,cat,2,51.46772753,-0.280673298
60816121,2012-05-02T22:37:00Z,cat,2,51.58491066,-0.025389104
61179121,2012-05-03T19:52:00Z,deer,3,51.35675098,0.08290678
62143121,2012-05-05T19:50:00Z,cat,2,51.54586443,-0.26359519
62406121,2012-05-06T08:58:00Z,horse,6,51.42522311,0.078796617
63417121,2012-05-08T18:06:00Z,dog,4,51.4796965,-0.151171155
64764121,2012-05-11T13:10:00Z,dog,4,51.30670397,-0.126394083
65432121,2012-05-12T19:03:00Z,dog,4,51.41898943,-0.067757494
65974121,2012-05-13T20:53:00Z,cat,2,51.53843119,0.155233812
66179121,2012-05-14T07:37:00Z,deer,3,51.573663,-0.18009031
66332121,2012-05-14T14:28:00Z,bird,1,51.51195966,-0.149864979
67387121,2012-05-16T20:52:00Z,dog,4,51.35257543,-0.084038277
67760121,2012-05-17T17:25:00Z,bird,1,51.55763452,-0.307233101
68347121,2012-05-18T21:00:00Z,dog,4,51.47578481,-0.00579839
68384121,2012-05-18T22:18:00Z,cat,2,51.44830968,-0.143054988
68450121,2012-05-19T01:24:00Z,cat,2,51.51595151,-0.07275119
68494121,2012-05-19T03:38:00Z,dog,4,51.50932738,-0.432783176
68589121,2012-05-19T09:55:00Z,cat,2,51.40229714,-0.026119727
68627121,2012-05-19T11:34:00Z,Other,9,51.41810429,-0.22264834
69112121,2012-05-20T09:42:00Z,bird,1,51.49237063,-0.078658734
69362121,2012-05-20T19:59:00Z,dog,4,51.42151349,-0.094475856
3354122,2012-05-24T22:46:00Z,cat,2,51.34330521,-0.019752656
3651122,2012-05-25T12:18:00Z,cat,2,51.37396958,0.046315254
4156122,2012-05-26T01:58:00Z,dog,4,51.52683498,-0.096554751
4233122,2012-05-26T06:01:00Z,dog,4,51.49511603,-0.054282408
4584122,2012-05-26T16:19:00Z,horse,6,51.37102385,0.089401407
4638122,2012-05-26T17:00:00Z,bird,1,51.59622523,-0.092356506
7429122,2012-05-30T16:04:00Z,cat,2,51.48397727,-0.237041378
7906122,2012-05-31T12:17:00Z,bird,1,51.50945656,-0.325044347
7999122,2012-05-31T15:50:00Z,bird,1,51.5049062,-0.06442752
8997122,2012-06-02T14:22:00Z,cat,2,51.45264276,0.034199504
9052122,2012-06-02T16:32:00Z,bird,1,51.45062926,-0.30018357
9508122,2012-06-03T12:49:00Z,cat,2,51.45306202,0.030245505
10009122,2012-06-04T12:43:00Z,cat,2,51.45307025,0.03028905
10041122,2012-06-04T14:11:00Z,horse,6,51.61139917,-0.032170205
10129122,2012-06-04T18:19:00Z,horse,6,51.43199214,0.16098005
10161122,2012-06-04T20:13:00Z,bird,1,51.51733135,0.014236252
10333122,2012-06-05T02:08:00Z,dog,4,51.61408109,-0.131834375
10362122,2012-06-05T03:16:00Z,cat,2,51.45411841,0.031559018
10557122,2012-06-05T16:33:00Z,cat,2,51.49157556,-0.052819827
10616122,2012-06-05T18:53:00Z,cat,2,51.57168197,-0.135232082
11384122,2012-06-07T08:40:00Z,bird,1,51.46275403,-0.014802933
12123122,2012-06-08T15:39:00Z,cat,2,51.37398197,-0.239645107
13591122,2012-06-11T10:10:00Z,bird,1,51.49150039,0.16674822
13723122,2012-06-11T14:44:00Z,cat,2,51.54169941,0.147672433
13875122,2012-06-11T20:05:00Z,dog,4,51.48120893,-0.299897256
14190122,2012-06-12T14:08:00Z,cat,2,51.47839113,-0.074537108
14336122,2012-06-12T20:03:00Z,bird,1,51.37529926,-0.106080617
15469122,2012-06-15T02:03:00Z,cat,2,51.53158862,0.028101158
17100122,2012-06-18T09:45:00Z,dog,4,51.61195906,0.11957153
17745122,2012-06-19T15:26:00Z,cat,2,51.6098788,-0.01292534
18251122,2012-06-20T14:24:00Z,cat,2,51.59831961,-0.138762055
18325122,2012-06-20T17:10:00Z,dog,4,51.42535631,-0.021933009
18627122,2012-06-21T05:05:00Z,horse,6,51.64077745,-0.032690281
20803122,2012-06-25T11:18:00Z,dog,4,51.60792689,0.224250363
21099122,2012-06-25T21:02:00Z,bird,1,51.4630998,-0.115260147
21239122,2012-06-26T04:48:00Z,dog,4,51.5036235,-0.47346664
21311122,2012-06-26T10:20:00Z,cat,2,51.42561289,-0.152807227
22083122,2012-06-27T19:27:00Z,bird,1,51.57551988,0.063566864
22468122,2012-06-28T12:36:00Z,horse,6,51.4840144,-0.48479438
23232122,2012-06-29T14:55:00Z,bird,1,51.49357494,0.0544905
24156122,2012-07-01T11:50:00Z,cat,2,51.4968705,-0.126675815
24193122,2012-07-01T13:32:00Z,bird,1,51.46938619,0.011330123
24750122,2012-07-02T15:54:00Z,cat,2,51.48792635,-0.193979074
24990122,2012-07-02T23:37:00Z,dog,4,51.51601994,-0.243169051
25565122,2012-07-04T10:13:00Z,cat,2,51.61399391,-0.103975839
71657121,2012-07-05T15:00:00Z,horse,6,51.29826323,-0.107586803
71786121,2012-07-05T19:25:00Z,horse,6,51.36885459,0.139803182
71889121,2012-07-05T22:19:00Z,cat,2,51.46590943,-0.099350639
72247121,2012-07-06T18:00:00Z,dog,4,51.44270703,0.015367382
72569121,2012-07-07T10:59:00Z,fox,5,51.52744389,-0.049904918
73064121,2012-07-08T10:29:00Z,dog,4,51.45942517,-0.217862827
73085121,2012-07-08T10:54:00Z,bird,1,51.51591576,-0.110890077
74239121,2012-07-10T12:08:00Z,bird,1,51.46248728,-0.303068732
75143121,2012-07-12T09:13:00Z,dog,4,51.48091172,-0.281963656
76278121,2012-07-14T12:48:00Z,dog,4,51.47947986,-0.007854896
76376121,2012-07-14T16:28:00Z,deer,3,51.38794459,-0.021836012
76410121,2012-07-14T17:31:00Z,bird,1,51.51166589,0.001102031
76750121,2012-07-15T12:47:00Z,cat,2,51.43041772,-0.143291249
76771121,2012-07-15T13:28:00Z,cat,2,51.55275418,-0.339537489
77201121,2012-07-16T08:07:00Z,dog,4,51.54024587,-0.261891214
77800121,2012-07-17T13:33:00Z,deer,3,51.42649733,-0.348218207
78010121,2012-07-17T19:52:00Z,cat,2,51.57205988,-0.183992941
78823121,2012-07-19T13:58:00Z,dog,4,51.47567152,-0.004953721
78905121,2012-07-19T17:11:00Z,cat,2,51.47987401,-0.041379415
78996121,2012-07-19T20:10:00Z,unknown - domestic animal or pet,7,51.53323775,-0.213193078
79774121,2012-07-21T11:39:00Z,cat,2,51.55317242,0.055400669
79976121,2012-07-21T18:41:00Z,bird,1,51.52827881,-0.056861589
79993121,2012-07-21T19:10:00Z,bird,1,51.40648719,-0.234630679
80604121,2012-07-22T18:13:00Z,bird,1,51.52731074,-0.055965725
80622121,2012-07-22T18:46:00Z,bird,1,51.40925784,-0.229922539
80938121,2012-07-23T10:17:00Z,dog,4,51.3452737,-0.067097135
82233121,2012-07-25T06:09:00Z,horse,6,51.636755,-0.016519754
82564121,2012-07-25T18:09:00Z,bird,1,51.40649659,-0.307788557
82934121,2012-07-26T07:54:00Z,bird,1,51.56807379,0.042508679
83003121,2012-07-26T11:11:00Z,dog,4,51.43741093,-0.128389292
83649121,2012-07-27T08:15:00Z,bird,1,51.56807379,0.042508679
84143121,2012-07-27T21:46:00Z,dog,4,51.55239869,0.053880045
84391121,2012-07-28T12:15:00Z,bird,1,51.53954292,-0.096081996
85085121,2012-07-29T14:32:00Z,cat,2,51.56119061,0.211870572
85257121,2012-07-29T20:33:00Z,bird,1,51.56226029,-0.075295543
85461121,2012-07-30T10:09:00Z,dog,4,51.47291509,0.125302578
85686121,2012-07-30T18:24:00Z,dog,4,51.42579106,0.092862183
86011121,2012-07-31T12:19:00Z,unknown - wild animal,8,51.40266715,-0.215166869
86236121,2012-07-31T21:58:00Z,cat,2,51.43586433,-0.111028993
87286121,2012-08-03T08:35:00Z,bird,1,51.49437306,-0.187500749
87359121,2012-08-03T12:03:00Z,bird,1,51.42302536,-0.17132299
87529121,2012-08-03T17:44:00Z,dog,4,51.4579152,-0.093838466
88614121,2012-08-05T18:52:00Z,dog,4,51.52567377,-0.265863009
88921121,2012-08-06T13:09:00Z,cat,2,51.38862256,-0.290078721
89115121,2012-08-06T21:36:00Z,cat,2,51.58219059,0.073366851
90319121,2012-08-09T13:40:00Z,cat,2,51.55138386,0.219242186
90361121,2012-08-09T15:35:00Z,dog,4,51.52767486,-0.02606372
90385121,2012-08-09T16:38:00Z,dog,4,51.52690542,0.086929536
91465121,2012-08-11T15:23:00Z,cat,2,51.56165271,-0.111461867
92492121,2012-08-13T10:25:00Z,cat,2,51.4890395,0.067452771
92598121,2012-08-13T14:29:00Z,cat,2,51.52723152,-0.043628241
92681121,2012-08-13T17:10:00Z,cat,2,51.49265688,-0.259438533
92806121,2012-08-13T20:47:00Z,dog,4,51.34803751,-0.056411718
93072121,2012-08-14T11:13:00Z,cat,2,51.54383113,-0.046824665
95272121,2012-08-18T13:31:00Z,cat,2,51.53631528,-0.071385972
95952121,2012-08-19T17:05:00Z,Other,9,51.636755,-0.016519754
95971121,2012-08-19T17:48:00Z,cat,2,51.44002751,1.11879e-4
96977121,2012-08-21T10:05:00Z,cat,2,51.53631528,-0.071385972
97409121,2012-08-21T19:12:00Z,cat,2,51.48656278,-0.142942642
97734121,2012-08-22T09:11:00Z,bird,1,51.55719568,-0.116695526
99021121,2012-08-24T18:54:00Z,cat,2,51.3123121,-0.134072369
99536121,2012-08-25T16:05:00Z,horse,6,51.59592972,0.250217786
100125121,2012-08-26T12:28:00Z,Other,9,51.61098161,-0.498579108
101699121,2012-08-29T16:20:00Z,cat,2,51.46594417,-0.176274112
101960121,2012-08-30T08:55:00Z,bird,1,51.48589669,-0.330128386
102177121,2012-08-30T17:17:00Z,Other,9,51.62949812,-0.004843574
102198121,2012-08-30T18:06:00Z,fox,5,51.54923035,-0.054079613
102218121,2012-08-30T18:48:00Z,bird,1,51.57537212,-0.237243029
103437121,2012-09-01T19:11:00Z,cat,2,51.52452382,0.036191684
103477121,2012-09-01T20:34:00Z,dog,4,51.50818341,-0.423917159
104314121,2012-09-03T14:06:00Z,cat,2,51.54650607,0.047326338
104557121,2012-09-03T22:25:00Z,cat,2,51.4808185,-0.197831484
105551121,2012-09-05T20:09:00Z,bird,1,51.41721653,0.085537778
105768121,2012-09-06T10:09:00Z,horse,6,51.49529082,0.161640941
106438121,2012-09-07T10:28:00Z,horse,6,51.42778797,0.075647602
106522121,2012-09-07T13:55:00Z,horse,6,51.49999085,0.15105733
107164121,2012-09-08T14:49:00Z,bird,1,51.59009115,-0.053981415
107338121,2012-09-08T18:56:00Z,dog,4,51.4614142,-0.044228706
107731121,2012-09-09T08:59:00Z,bird,1,51.42367864,-0.064726111
108338121,2012-09-10T09:24:00Z,cat,2,51.50217764,0.048004636
108850121,2012-09-11T07:17:00Z,cat,2,51.51879347,0.200621065
109514121,2012-09-12T14:44:00Z,cat,2,51.46224867,-0.103749566
109568121,2012-09-12T16:27:00Z,horse,6,51.41067821,0.140892105
109597121,2012-09-12T17:44:00Z,bird,1,51.54921572,-0.12040028
110007121,2012-09-13T16:07:00Z,cat,2,51.5194859,-0.411866336
111844121,2012-09-16T13:09:00Z,cat,2,51.59689642,-0.105467418
113544121,2012-09-19T12:54:00Z,Other,9,51.50670375,0.180079624
113655121,2012-09-19T16:01:00Z,cat,2,51.58451447,-0.187480356
114508121,2012-09-21T04:29:00Z,fox,5,51.5048027,-0.03335001
115373121,2012-09-22T18:30:00Z,bird,1,51.65197374,-0.081023528
116304121,2012-09-24T13:09:00Z,cat,2,51.59460158,-0.069526123
116414121,2012-09-24T16:51:00Z,bird,1,51.48299913,-0.035743532
116554121,2012-09-24T22:49:00Z,cat,2,51.36632222,-0.180320259
117257121,2012-09-26T13:41:00Z,dog,4,51.51276384,-0.030283005000000002
117418121,2012-09-26T20:51:00Z,cat,2,51.48055684,-0.198360258
117611121,2012-09-27T10:33:00Z,dog,4,51.50791422,-0.374571379
118613121,2012-09-29T12:19:00Z,cat,2,51.50550126,-0.046087185
119874121,2012-10-01T22:22:00Z,cat,2,51.59594907,-0.296553655
121132121,2012-10-04T18:00:00Z,dog,4,51.32156549,-0.092147742
121929121,2012-10-06T10:01:00Z,cat,2,51.60855211,-0.33065631
122937121,2012-10-08T14:09:00Z,Other,9,51.64566304,-0.030700798
123775121,2012-10-10T12:40:00Z,cat,2,51.53698859,0.072090995
124173121,2012-10-11T11:01:00Z,cat,2,51.60389156,0.018063566
125183121,2012-10-13T13:07:00Z,cat,2,51.54230323,-0.258120917
125232121,2012-10-13T14:47:00Z,horse,6,51.52619663,-0.488943561
126146121,2012-10-15T10:44:00Z,horse,6,51.60116449,-0.033710226
126448121,2012-10-15T20:49:00Z,cat,2,51.4386864,-0.022091169
126607121,2012-10-16T10:00:00Z,bird,1,51.37123253,-0.09929444
127622121,2012-10-18T12:28:00Z,horse,6,51.687082,-0.057635883
128690121,2012-10-20T17:25:00Z,dog,4,51.60008916,0.204027218
130010121,2012-10-23T11:34:00Z,dog,4,51.54665412,0.015963572
133461121,2012-10-30T12:26:00Z,horse,6,51.50553744,0.219709628
133514121,2012-10-30T14:58:00Z,dog,4,51.32282504,-0.139745874
133589121,2012-10-30T17:33:00Z,bird,1,51.54700336,-0.479802652
133941121,2012-10-31T14:18:00Z,dog,4,51.41756806,0.127996566
134541121,2012-11-01T16:19:00Z,cat,2,51.62538529,-0.169554809
136472121,2012-11-05T09:05:00Z,cat,2,51.38070135,-0.113732631
137065121,2012-11-06T02:28:00Z,dog,4,51.45443147,0.172562285
137710121,2012-11-07T14:10:00Z,dog,4,51.57537951,0.206728334
137713121,2012-11-07T14:35:00Z,horse,6,51.50553744,0.219709628
138275121,2012-11-08T16:29:00Z,cat,2,51.56871599,-0.450667806
138355121,2012-11-08T19:08:00Z,cat,2,51.59992281,0.038536711
139915121,2012-11-11T21:07:00Z,cat,2,51.55993232,0.142024102
140533121,2012-11-13T09:06:00Z,dog,4,51.47824908,0.102291898
142049121,2012-11-16T14:14:00Z,bird,1,51.46109638,-0.061358794
142404121,2012-11-17T09:40:00Z,cat,2,51.46310829,-0.047668989
142459121,2012-11-17T12:27:00Z,cat,2,51.5021802,-0.231785642
142980121,2012-11-18T15:01:00Z,dog,4,51.42407145,-0.113054288
143190121,2012-11-18T22:36:00Z,dog,4,51.39420104,-0.311993321
144036121,2012-11-20T21:48:00Z,cat,2,51.61016124,-0.061514697
144415121,2012-11-21T19:54:00Z,cat,2,51.55910685,-0.329034789
145274121,2012-11-23T09:42:00Z,dog,4,51.53135508,0.023404968
145335121,2012-11-23T12:54:00Z,unknown - domestic animal or pet,7,51.52609987,-0.065935928
145854121,2012-11-24T14:23:00Z,bird,1,51.46149431,-0.474858539
